Gene stable ID	Gene type	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Gene start (bp)	Gene end (bp)	Strand	Chromosome/scaffold name	Gene description
ENSG00000229358	transcribed_unprocessed_pseudogene	ENSG00000229358.3	ENST00000417811	ENST00000417811.2	32580949	32761787	-1	7	DPY19L1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:22395]
ENSG00000253790	processed_pseudogene	ENSG00000253790.1	ENST00000522680	ENST00000522680.1	39997869	39998499	-1	8	nuclear transcription factor Y, beta (NFYB) pseudogene
ENSG00000205212	transcribed_unprocessed_pseudogene	ENSG00000205212.8	ENST00000647562	ENST00000647562.3	20893392	20896020	-1	17	CCDC144A N-terminal like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:33735]
ENSG00000274487	transcribed_unprocessed_pseudogene	ENSG00000274487.5	ENST00000620148	ENST00000620148.2	38195872	38257152	-1	17	NPEPPS pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44259]
ENSG00000154874	transcribed_unprocessed_pseudogene	ENSG00000154874.18	ENST00000285176	ENST00000285176.13	18542155	18625447	-1	17	coiled-coil domain containing 144B, pseudogene [Source:HGNC Symbol;Acc:HGNC:26704]
ENSG00000255838	unprocessed_pseudogene	ENSG00000255838.1	ENST00000539058	ENST00000539058.1	128944274	128945203	-1	12	AK3 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:39065]
ENSG00000108448	transcribed_unprocessed_pseudogene	ENSG00000108448.24	ENST00000641182	ENST00000641182.1	18722237	18735460	1	17	tripartite motif containing 16 like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:32670]
ENSG00000256581	unprocessed_pseudogene	ENSG00000256581.1	ENST00000540920	ENST00000540920.1	129013336	129016663	1	12	NLR family pyrin domain containing 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29888]
ENSG00000229028	transcribed_unprocessed_pseudogene	ENSG00000229028.4	ENST00000449164	ENST00000449164.1	40719034	40721932	-1	17	keratin 223, pseudogene [Source:HGNC Symbol;Acc:HGNC:32968]
ENSG00000214425	transcribed_unprocessed_pseudogene	ENSG00000214425.11	ENST00000581296	ENST00000581296.2	45508109	45550335	-1	17	leucine rich repeat containing 37 member A4, pseudogene [Source:HGNC Symbol;Acc:HGNC:25479]
ENSG00000243680	processed_pseudogene	ENSG00000243680.1	ENST00000492641	ENST00000492641.1	52143043	52143336	1	19	ribosomal protein L37 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:37003]
ENSG00000189423	transcribed_unprocessed_pseudogene	ENSG00000189423.14	ENST00000413270	ENST00000413270.2	20424589	20431008	1	17	ubiquitin specific peptidase 32 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:43576]
ENSG00000230528	transcribed_unprocessed_pseudogene	ENSG00000230528.8	ENST00000411468	ENST00000411468.1	20441027	20446772	1	17	nitric oxide synthase 2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:35124]
ENSG00000214822	transcribed_unprocessed_pseudogene	ENSG00000214822.9	ENST00000439127	ENST00000439127.6	20501669	20504283	-1	17	keratin 16 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37808]
ENSG00000231645	transcribed_unprocessed_pseudogene	ENSG00000231645.4	ENST00000453795	ENST00000453795.3	20512560	20517479	-1	17	keratin 17 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:50724]
ENSG00000205215	transcribed_unprocessed_pseudogene	ENSG00000205215.9	ENST00000451704	ENST00000451704.1	20519521	20523747	-1	17	keratin 17 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:50725]
ENSG00000263142	transcribed_unprocessed_pseudogene	ENSG00000263142.6	ENST00000570311	ENST00000570311.1	47017193	47054569	1	17	leucine rich repeat containing 37 member A17, pseudogene [Source:HGNC Symbol;Acc:HGNC:48365]
ENSG00000237854	transcribed_unprocessed_pseudogene	ENSG00000237854.6	ENST00000590734	ENST00000590734.2	68101908	68114527	1	17	long intergenic non-protein coding RNA 674 [Source:HGNC Symbol;Acc:HGNC:44355]
ENSG00000242731	transcribed_unprocessed_pseudogene	ENSG00000242731.3	ENST00000478302	ENST00000478302.1	6931684	6939603	-1	7	family with sequence similarity 86 member L, pseudogene [Source:HGNC Symbol;Acc:HGNC:44099]
ENSG00000236284	transcribed_processed_pseudogene	ENSG00000236284.1	ENST00000417498	ENST00000417498.1	63367427	63368156	-1	7	vomeronasal 1 receptor 31 pseudogene [Source:HGNC Symbol;Acc:HGNC:37351]
ENSG00000233962	transcribed_unprocessed_pseudogene	ENSG00000233962.1	ENST00000445460	ENST00000445460.1	57652736	57653459	-1	7	family with sequence similarity 27 (FAM27) pseudogene
ENSG00000248775	processed_pseudogene	ENSG00000248775.1	ENST00000504093	ENST00000504093.1	7287924	7288477	-1	5	chromosome 16 open reading frame 61 (C16orf61) pseudogene
ENSG00000251250	transcribed_unprocessed_pseudogene	ENSG00000251250.4	ENST00000500762	ENST00000500762.2	7290823	7296345	1	5	pseudogene similar to part of hect domain and RLD 2 HERC2
ENSG00000226468	transcribed_processed_pseudogene	ENSG00000226468.2	ENST00000435950	ENST00000435950.1	32456963	32457758	-1	7	phosphoribosyl pyrophosphate synthetase 2 (PRPS2) pseudogene
ENSG00000205976	unprocessed_pseudogene	ENSG00000205976.4	ENST00000512854	ENST00000512854.1	7299774	7306592	-1	5	golgi autoantigen, golgin subfamily a, 6-like 2 (GOLGA6L2) pseudogene
ENSG00000232906	transcribed_processed_pseudogene	ENSG00000232906.1	ENST00000447960	ENST00000447960.1	65355934	65357176	1	7	novel pseudogene containing a Zinc finger, C2H2 type domain
ENSG00000270304	processed_pseudogene	ENSG00000270304.1	ENST00000604029	ENST00000604029.1	37253879	37254952	1	15	partner of NOB1 homolog (S. cerevisiae) (PNO1) pseudogene
ENSG00000230361	transcribed_unitary_pseudogene	ENSG00000230361.1	ENST00000452234	ENST00000452234.1	63377329	63378233	1	7	vomeronasal 1 receptor 32 pseudogene [Source:HGNC Symbol;Acc:HGNC:37352]
ENSG00000240651	transcribed_unprocessed_pseudogene	ENSG00000240651.1	ENST00000437076	ENST00000437076.1	63241590	63248321	-1	7	septin 7 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:38039]
ENSG00000277977	unprocessed_pseudogene	ENSG00000277977.1	ENST00000620439	ENST00000620439.1	52392659	52392755	1	19	novel zinc finger pseudogene
ENSG00000214211	processed_pseudogene	ENSG00000214211.2	ENST00000397819	ENST00000397819.2	167713663	167716065	-1	2	CTAGE family member 14, pseudogene [Source:HGNC Symbol;Acc:HGNC:37299]
ENSG00000230299	processed_pseudogene	ENSG00000230299.1	ENST00000419682	ENST00000419682.1	85262144	85262267	-1	2	SNRPE pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:54746]
ENSG00000267770	processed_pseudogene	ENSG00000267770.1	ENST00000587621	ENST00000587621.1	78522247	78522828	1	17	Ran-specific GTPase-activating protein pseudogene
ENSG00000246575	unprocessed_pseudogene	ENSG00000246575.2	ENST00000501107	ENST00000501107.2	85315041	85316529	1	2	retinol saturase (all-trans-retinol 13,14-reductase) (RESAT) pseudogene
ENSG00000227785	transcribed_processed_pseudogene	ENSG00000227785.1	ENST00000438795	ENST00000438795.1	85636013	85636344	-1	7	leukemia NUP98 fusion partner 1 (LNP1) pseudogene
ENSG00000213673	transcribed_processed_pseudogene	ENSG00000213673.3	ENST00000444439	ENST00000444439.1	54419444	54420328	1	7	solute carrier family 25 member 5 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:507]
ENSG00000227923	transcribed_processed_pseudogene	ENSG00000227923.1	ENST00000454641	ENST00000454641.1	63354033	63354365	1	7	TP53 target 3 (TP53TG3) pseudogene
ENSG00000269776	processed_pseudogene	ENSG00000269776.1	ENST00000600430	ENST00000600430.1	52425863	52426202	-1	19	developmental pluripotency associated 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43752]
ENSG00000270532	processed_pseudogene	ENSG00000270532.1	ENST00000603980	ENST00000603980.1	85341281	85341838	-1	2	phosphatidylethanolamine binding protein 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44344]
ENSG00000237572	transcribed_unprocessed_pseudogene	ENSG00000237572.1	ENST00000453012	ENST00000453012.1	63209219	63211822	1	7	glutamyl aminopeptidase (aminopeptidase A) (ENPEP) pseudogene
ENSG00000226767	transcribed_processed_pseudogene	ENSG00000226767.1	ENST00000445949	ENST00000445949.1	65508773	65508944	-1	7	novel pseudogene
ENSG00000278819	transcribed_unprocessed_pseudogene	ENSG00000278819.1	ENST00000613371	ENST00000613371.1	92540268	92557877	-1	7	EF-hand calcium binding domain 1 (EFCAB1) pseudogene
ENSG00000237251	transcribed_unprocessed_pseudogene	ENSG00000237251.2	ENST00000413879	ENST00000413879.1	39816549	39868140	1	7	pseudogene similar to part of a member of ANKRD26-like family B
ENSG00000275833	transcribed_unprocessed_pseudogene	ENSG00000275833.1	ENST00000620476	ENST00000620476.1	65764535	65768306	1	7	sulfatase modifying factor 2 (SUMF2) pseudogene
ENSG00000226075	transcribed_unprocessed_pseudogene	ENSG00000226075.2	ENST00000442924	ENST00000442924.1	63233035	63234245	-1	7	phosphorylase kinase catalytic subunit gamma 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33916]
ENSG00000205267	transcribed_unprocessed_pseudogene	ENSG00000205267.5	ENST00000602462	ENST00000602462.1	101201809	101203526	-1	7	diacylglycerol O-acyltransferase 2 like 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:44367]
ENSG00000233601	transcribed_unprocessed_pseudogene	ENSG00000233601.1	ENST00000420479	ENST00000420479.1	57599794	57610104	1	7	NCOR1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:42996]
ENSG00000224316	transcribed_unprocessed_pseudogene	ENSG00000224316.1	ENST00000414608	ENST00000414608.1	65773620	65802067	1	7	general transcription factor IIi pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:51717]
ENSG00000213394	transcribed_processed_pseudogene	ENSG00000213394.3	ENST00000428316	ENST00000428316.1	101203614	101204495	-1	7	ribosomal protein SA pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:36082]
ENSG00000235421	transcribed_unprocessed_pseudogene	ENSG00000235421.1	ENST00000439631	ENST00000439631.1	65525629	65554744	-1	7	novel pseudogene similar to part of integrator complex subunit 4 INTS4
ENSG00000231859	transcribed_processed_pseudogene	ENSG00000231859.1	ENST00000441505	ENST00000441505.1	97906429	97906822	1	7	novel pseudogene
ENSG00000226970	processed_pseudogene	ENSG00000226970.2	ENST00000441775	ENST00000441775.1	84244334	84244577	1	1	NEDD8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54555]
ENSG00000238228	transcribed_unprocessed_pseudogene	ENSG00000238228.1	ENST00000455678	ENST00000455678.1	97946987	97947998	-1	7	olfactory receptor family 7 subfamily E member 7 pseudogene [Source:HGNC Symbol;Acc:HGNC:8457]
ENSG00000252650	rRNA_pseudogene	ENSG00000252650.1	ENST00000516841	ENST00000516841.1	204707320	204707430	-1	1	RNA, 5S ribosomal pseudogene 75 [Source:HGNC Symbol;Acc:HGNC:42852]
ENSG00000229657	processed_pseudogene	ENSG00000229657.2	ENST00000452580	ENST00000452580.2	204946608	204947169	1	1	ribosomal protein L13a pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:36566]
ENSG00000223889	transcribed_processed_pseudogene	ENSG00000223889.1	ENST00000442493	ENST00000442493.1	63393749	63394109	-1	7	TP53 target 3 (TP53TG3) pseudogene
ENSG00000232032	transcribed_processed_pseudogene	ENSG00000232032.1	ENST00000446424	ENST00000446424.1	97908256	97908424	1	7	novel pseudogene
ENSG00000183444	transcribed_unprocessed_pseudogene	ENSG00000183444.10	ENST00000442908	ENST00000442908.2	97966090	97967074	-1	7	olfactory receptor family 7 subfamily E member 38 pseudogene [Source:HGNC Symbol;Acc:HGNC:8411]
ENSG00000271580	processed_pseudogene	ENSG00000271580.1	ENST00000603227	ENST00000603227.1	205091163	205091946	1	1	glycogenin 2 (GYG2) pseudogene
ENSG00000259466	processed_pseudogene	ENSG00000259466.1	ENST00000560843	ENST00000560843.1	62082450	62083305	-1	15	nucleophosmin 1 pseudogene 47 [Source:HGNC Symbol;Acc:HGNC:45226]
ENSG00000260375	unprocessed_pseudogene	ENSG00000260375.1	ENST00000566935	ENST00000566935.1	62255686	62256421	-1	15	golgin subfamily A pseudogene
ENSG00000238072	transcribed_processed_pseudogene	ENSG00000238072.1	ENST00000450566	ENST00000450566.1	129410113	129410370	-1	7	cell division cycle 26 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:22770]
ENSG00000229436	transcribed_processed_pseudogene	ENSG00000229436.1	ENST00000449243	ENST00000449243.1	80662331	80662585	-1	7	pseudogene similar to part of transcription factor Dp-1 TFDP1
ENSG00000242552	transcribed_processed_pseudogene	ENSG00000242552.1	ENST00000453267	ENST00000453267.1	47026128	47026570	-1	7	mitochondrial ribosomal protein L42 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:29713]
ENSG00000271049	processed_pseudogene	ENSG00000271049.1	ENST00000603701	ENST00000603701.1	34634844	34635717	1	19	small nuclear ribonucleoprotein polypeptide E (SNRPE) pseudogene
ENSG00000214754	transcribed_processed_pseudogene	ENSG00000214754.3	ENST00000315132	ENST00000315132.7	47052793	47053674	1	7	serine and arginine rich splicing factor 8C, pseudogene [Source:HGNC Symbol;Acc:HGNC:55911]
ENSG00000233263	transcribed_processed_pseudogene	ENSG00000233263.1	ENST00000418056	ENST00000418056.1	131892616	131893615	-1	7	CAPZA1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:54565]
ENSG00000213542	transcribed_processed_pseudogene	ENSG00000213542.3	ENST00000453064	ENST00000453064.1	77115399	77116192	-1	7	ribosomal protein L7a pseudogene 43 [Source:HGNC Symbol;Acc:HGNC:35775]
ENSG00000256657	unprocessed_pseudogene	ENSG00000256657.1	ENST00000542152	ENST00000542152.1	11196075	11196996	-1	12	taste receptor, type 2, member 7 pseudogene
ENSG00000236232	transcribed_unprocessed_pseudogene	ENSG00000236232.1	ENST00000420387	ENST00000420387.1	112374324	112375429	1	7	MT-CYB pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:51983]
ENSG00000232736	transcribed_processed_pseudogene	ENSG00000232736.1	ENST00000457394	ENST00000457394.1	35768122	35768640	-1	7	glycine cleavage system protein H (aminomethyl carrier) (GCSH) pseudogene
ENSG00000257730	processed_pseudogene	ENSG00000257730.1	ENST00000552208	ENST00000552208.1	49770960	49771136	1	12	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37811]
ENSG00000234112	processed_pseudogene	ENSG00000234112.2	ENST00000434499	ENST00000434499.2	225803148	225803448	1	1	left-right determination factor 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:55878]
ENSG00000242041	processed_pseudogene	ENSG00000242041.1	ENST00000459730	ENST00000459730.1	49863173	49863503	1	12	ribosomal protein L35a pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:36480]
ENSG00000231198	transcribed_processed_pseudogene	ENSG00000231198.1	ENST00000428627	ENST00000428627.1	39833286	39833793	-1	7	pseudogene similar to part of pleckstrin homology domain containing, family B (evectins) member 2 PLEKHB2
ENSG00000275400	transcribed_processed_pseudogene	ENSG00000275400.1	ENST00000622243	ENST00000622243.1	66553805	66554199	-1	7	translocase of outer mitochondrial membrane 20 homolog (yeast) (TOMM20) pseudogene
ENSG00000228695	transcribed_unprocessed_pseudogene	ENSG00000228695.12	ENST00000421606	ENST00000421606.6	55760642	55793960	1	16	carboxylesterase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18546]
ENSG00000243265	processed_pseudogene	ENSG00000243265.1	ENST00000498163	ENST00000498163.1	23206918	23207369	1	8	ribosomal protein L23a pseudogene 55 [Source:HGNC Symbol;Acc:HGNC:35997]
ENSG00000271014	processed_pseudogene	ENSG00000271014.1	ENST00000605302	ENST00000605302.1	85360798	85360925	-1	2	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa (NDUFB6) pseudogene
ENSG00000270281	processed_pseudogene	ENSG00000270281.1	ENST00000603635	ENST00000603635.1	34779412	34780021	-1	19	zinc finger protein 134 pseudogene
ENSG00000275540	unprocessed_pseudogene	ENSG00000275540.1	ENST00000617163	ENST00000617163.1	19740884	19750127	1	19	ubiquitin specific peptidase 6 (Tre-2 oncogene) (USP6) pseudogene
ENSG00000271499	processed_pseudogene	ENSG00000271499.1	ENST00000604980	ENST00000604980.1	19750618	19752544	1	19	sorting nexin 18 (SNX18) pseudogene
ENSG00000267693	processed_pseudogene	ENSG00000267693.1	ENST00000586571	ENST00000586571.1	19768731	19768989	1	19	ribosomal protein L10a (RPL10A) pseudogene
ENSG00000270325	processed_pseudogene	ENSG00000270325.1	ENST00000603714	ENST00000603714.1	19856975	19857527	1	19	BCL2 interacting protein 3 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:49689]
ENSG00000258562	processed_pseudogene	ENSG00000258562.2	ENST00000554322	ENST00000554322.2	92762757	92763750	1	15	ferritin light chain pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:56887]
ENSG00000270270	processed_pseudogene	ENSG00000270270.1	ENST00000605360	ENST00000605360.1	19870723	19871299	-1	19	BCL2 interacting protein 3 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:49690]
ENSG00000273791	unprocessed_pseudogene	ENSG00000273791.1	ENST00000621794	ENST00000621794.1	19908268	19909146	-1	19	BNIP3 pseudogene 47 [Source:HGNC Symbol;Acc:HGNC:56390]
ENSG00000258527	processed_pseudogene	ENSG00000258527.1	ENST00000557146	ENST00000557146.1	92795647	92796439	1	15	ankyrin repeat and SOCS box containing 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20972]
ENSG00000274800	unprocessed_pseudogene	ENSG00000274800.1	ENST00000615022	ENST00000615022.1	19978190	19979610	-1	19	vomeronasal 1 receptor 3 (VN1R3) pseudogene
ENSG00000177418	transcribed_processed_pseudogene	ENSG00000177418.2	ENST00000325130	ENST00000325130.2	66556889	66557362	-1	7	novel pseudogene
ENSG00000232546	transcribed_unprocessed_pseudogene	ENSG00000232546.1	ENST00000419595	ENST00000419595.1	66848496	66858136	1	7	pseudogene similar to part of general transcription factor II, i (GTF2I)
ENSG00000230295	transcribed_unprocessed_pseudogene	ENSG00000230295.1	ENST00000423746	ENST00000423746.1	66880708	66882981	1	7	general transcription factor IIi pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:51735]
ENSG00000213032	processed_pseudogene	ENSG00000213032.3	ENST00000423475	ENST00000423475.1	225964179	225964428	1	1	NADH:ubiquinone oxidoreductase subunit A3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:45052]
ENSG00000242703	transcribed_processed_pseudogene	ENSG00000242703.1	ENST00000475327	ENST00000475327.1	140997952	140999800	-1	7	chaperonin containing TCP1 subunit 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35151]
ENSG00000228700	transcribed_processed_pseudogene	ENSG00000228700.1	ENST00000449336	ENST00000449336.1	128433422	128433713	-1	7	ribosomal protein L37 (RPL37) pseudogene
ENSG00000258611	transcribed_processed_pseudogene	ENSG00000258611.2	ENST00000557561	ENST00000557561.2	93065586	93066606	-1	15	YBX2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54721]
ENSG00000233297	transcribed_unprocessed_pseudogene	ENSG00000233297.4	ENST00000460726	ENST00000460726.2	102681836	102690469	-1	7	RAS p21 protein activator 4D, pseudogene [Source:HGNC Symbol;Acc:HGNC:44226]
ENSG00000169325	transcribed_unprocessed_pseudogene	ENSG00000169325.10	ENST00000513727	ENST00000513727.1	57200825	57203597	-1	7	GUSB pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:42326]
ENSG00000232383	transcribed_processed_pseudogene	ENSG00000232383.1	ENST00000441690	ENST00000441690.1	26276195	26276606	1	7	ribosomal protein L23 (RPL23) pseudogene
ENSG00000236848	transcribed_processed_pseudogene	ENSG00000236848.2	ENST00000426806	ENST00000426806.1	103152007	103152325	-1	7	ribosomal protein L23a pseudogene 95 [Source:HGNC Symbol;Acc:HGNC:51630]
ENSG00000274319	transcribed_processed_pseudogene	ENSG00000274319.1	ENST00000614820	ENST00000614820.1	6365441	6365770	1	7	ribosomal protein SA pseudogene 73 [Source:HGNC Symbol;Acc:HGNC:51926]
ENSG00000243302	transcribed_processed_pseudogene	ENSG00000243302.3	ENST00000465971	ENST00000465971.1	128651185	128652334	1	7	novel pseudogene
ENSG00000230715	transcribed_processed_pseudogene	ENSG00000230715.3	ENST00000471258	ENST00000471258.1	128652841	128653243	1	7	novel pseudogene
ENSG00000243679	transcribed_processed_pseudogene	ENSG00000243679.1	ENST00000450885	ENST00000450885.2	128653969	128654722	1	7	novel pseudogene
ENSG00000226329	transcribed_unprocessed_pseudogene	ENSG00000226329.2	ENST00000452069	ENST00000452069.1	22863874	22881350	-1	7	solute carrier family 40 (iron-regulated transporter), member 1 (SLC40A1) pseudogene
ENSG00000226279	transcribed_processed_pseudogene	ENSG00000226279.2	ENST00000413498	ENST00000413498.1	22881893	22882390	1	7	ribosomal protein L12 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:22583]
ENSG00000269794	processed_pseudogene	ENSG00000269794.1	ENST00000594522	ENST00000594522.1	58319277	58320489	1	19	zinc finger protein family pseudogene
ENSG00000228360	transcribed_processed_pseudogene	ENSG00000228360.1	ENST00000451614	ENST00000451614.1	139227537	139227828	-1	7	ribosomal protein L37a (RPL37A) pseudogene
ENSG00000170409	transcribed_unprocessed_pseudogene	ENSG00000170409.7	ENST00000433904	ENST00000433904.1	102327256	102329530	-1	7	pseudogene similar to part of stromal antigen 3 STAG3
ENSG00000228546	transcribed_unprocessed_pseudogene	ENSG00000228546.2	ENST00000432573	ENST00000432573.1	102337316	102339115	1	7	PMS1 homolog 2, mismatch repair system component pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:13641]
ENSG00000223459	transcribed_unprocessed_pseudogene	ENSG00000223459.6	ENST00000414990	ENST00000414990.3	143598039	143604839	1	7	TRPM8 channel associated factor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33604]
ENSG00000221971	transcribed_processed_pseudogene	ENSG00000221971.3	ENST00000427137	ENST00000427137.1	45999621	46000778	-1	7	tetratricopeptide repeat domain 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:12395]
ENSG00000231952	transcribed_unprocessed_pseudogene	ENSG00000231952.3	ENST00000426647	ENST00000426647.2	32812757	32838570	1	7	DPY19L1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:22851]
ENSG00000224016	transcribed_unprocessed_pseudogene	ENSG00000224016.2	ENST00000297369	ENST00000297369.10	149891191	149909704	-1	7	pseudogene similar to part of ARP3 actin-related protein 3 homolog B (yeast) ACTR3B
ENSG00000252211	rRNA_pseudogene	ENSG00000252211.1	ENST00000516402	ENST00000516402.1	58363438	58363562	1	19	RNA, 5S ribosomal pseudogene 473 [Source:HGNC Symbol;Acc:HGNC:43373]
ENSG00000204959	transcribed_unprocessed_pseudogene	ENSG00000204959.4	ENST00000483587	ENST00000483587.1	144272445	144286966	-1	7	Rho guanine nucleotide exchange factor 34, pseudogene [Source:HGNC Symbol;Acc:HGNC:38086]
ENSG00000213209	transcribed_processed_pseudogene	ENSG00000213209.2	ENST00000392885	ENST00000392885.2	148637179	148637587	1	7	Huntingtin interacting protein K (HYPK) pseudogene
ENSG00000205584	transcribed_unprocessed_pseudogene	ENSG00000205584.6	ENST00000503899	ENST00000503899.1	72969814	72971727	1	7	FKBP6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56779]
ENSG00000229018	transcribed_unprocessed_pseudogene	ENSG00000229018.5	ENST00000506558	ENST00000506558.2	73005541	73021103	1	7	PMS1 homolog 2, mismatch repair system component pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:33515]
ENSG00000273897	transcribed_unprocessed_pseudogene	ENSG00000273897.1	ENST00000380410	ENST00000380410.6	73037371	73049246	1	7	PMS1 homolog 2, mismatch repair system component pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:33516]
ENSG00000277125	transcribed_unprocessed_pseudogene	ENSG00000277125.1	ENST00000275546	ENST00000275546.4	73065529	73077353	1	7	PMS1 homolog 2, mismatch repair system component pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:55747]
ENSG00000174384	transcribed_unprocessed_pseudogene	ENSG00000174384.9	ENST00000333674	ENST00000333674.5	73093657	73105389	1	7	PMS1 homolog 2, mismatch repair system component pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:33514]
ENSG00000123965	transcribed_unprocessed_pseudogene	ENSG00000123965.13	ENST00000398065	ENST00000398065.3	74894116	74897835	1	7	PMS1 homolog 2, mismatch repair system component pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:9130]
ENSG00000282973	processed_pseudogene	ENSG00000282973.1	ENST00000572906	ENST00000572906.2	33345182	33345396	1	16	double homeobox protein (DUX) pseudogene
ENSG00000283110	processed_pseudogene	ENSG00000283110.1	ENST00000634557	ENST00000634557.1	33386105	33386349	1	16	kinase suppressor of ras 1 (KSR1) pseudogene
ENSG00000287353	unprocessed_pseudogene	ENSG00000287353.1	ENST00000669139	ENST00000669139.1	34962970	34965270	1	16	novel pseudogene
ENSG00000216671	unprocessed_pseudogene	ENSG00000216671.6	ENST00000407030	ENST00000407030.4	35040164	35084313	1	16	cyclin Y like 3 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:33206]
ENSG00000278138	unprocessed_pseudogene	ENSG00000278138.2	ENST00000611928	ENST00000611928.2	35068211	35085060	1	16	clustered mitochondria homolog pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:51806]
ENSG00000261349	unprocessed_pseudogene	ENSG00000261349.1	ENST00000566714	ENST00000566714.1	25266102	25267136	-1	1	novel pseudogene
ENSG00000261053	processed_pseudogene	ENSG00000261053.1	ENST00000569273	ENST00000569273.1	35085896	35086119	1	16	nicotinamide phosphoribosyltransferase pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:51313]
ENSG00000260809	unprocessed_pseudogene	ENSG00000260809.1	ENST00000563400	ENST00000563400.1	35090501	35104834	1	16	VPS35 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51805]
ENSG00000259979	processed_pseudogene	ENSG00000259979.1	ENST00000565828	ENST00000565828.1	35118238	35118956	-1	16	vomeronasal 1 receptor 68 pseudogene [Source:HGNC Symbol;Acc:HGNC:37389]
ENSG00000260724	processed_pseudogene	ENSG00000260724.1	ENST00000569003	ENST00000569003.1	35134514	35135075	1	16	vomeronasal 1 receptor 69 pseudogene [Source:HGNC Symbol;Acc:HGNC:37390]
ENSG00000261461	processed_pseudogene	ENSG00000261461.1	ENST00000568522	ENST00000568522.1	35169692	35170241	-1	16	ubiquitin conjugating enzyme E2 M pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32195]
ENSG00000261608	processed_pseudogene	ENSG00000261608.1	ENST00000567977	ENST00000567977.1	35173316	35174093	1	16	solute carrier family 25 member 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43848]
ENSG00000260590	processed_pseudogene	ENSG00000260590.1	ENST00000566185	ENST00000566185.1	35193335	35193734	1	16	double homeobox (DUX) pseudogene
ENSG00000260967	processed_pseudogene	ENSG00000260967.1	ENST00000564013	ENST00000564013.1	35221583	35222048	-1	16	retinoic acid receptor responder 2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:48704]
